Código;Tipo de foco;Pais;CCAA;Provincia;Comarca Ganadera (en focos nacionales);Región (en focos extranjeros);Municipio;UVL;Enfermedad;Nº de Especies Afectadas;Serotipo;Especie;Sensibles;Afectados;Fecha de confirmación
2020/3   ;Secundario;España;NAVARRA;NAVARRA;SANGUESA;;Orreaga/Roncesvalles;Pamplona;Lengua azul;1;08;Bovinos;36;0;29/10/2020
2020/11  ;Primario;España;ANDALUCÍA;ALMERÍA;COSTA LEVANTE/BAJO ALMANZORA;;Lubrín;Almería;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;319;1;27/10/2020
2020/136 ;Primario;España;EXTREMADURA;CÁCERES;TRUJILLO;;Robledillo de Trujillo;Badajoz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;27;1;23/10/2020
2020/135 ;Primario;España;ANDALUCÍA;SEVILLA;LEBRIJA (LAS MARISMAS);;Lebrija;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;1;1;26/10/2020
2020/134 ;Primario;España;ANDALUCÍA;SEVILLA;ECIJA (LA CAMPIÑA);;Marinaleda;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;27;1;26/10/2020
2020/133 ;Primario;España;ANDALUCÍA;SEVILLA;MARCHENA (SERRANÍA SUDOESTE);;Marchena;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;9;1;26/10/2020
2020/132 ;Primario;España;CATALUÑA;TARRAGONA;BAIX CAMP (REUS);;Riudoms;Tarragona;Fiebre del Nilo Occidental (West Nile);1;;Equidos;5;1;23/10/2020
2020/2   ;Primario;España;NAVARRA;NAVARRA;ELIZONDO;;Baztan;Pamplona;Lengua azul;1;08;Bovinos;80;1;21/10/2020
2020/131 ;Primario;España;ANDALUCÍA;SEVILLA;ECIJA (LA CAMPIÑA);;Écija;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;11;1;16/10/2020
2020/130 ;Primario;España;CATALUÑA;TARRAGONA;ALT CAMP ( VALLS );;Masó, La;Tarragona;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;0;19/10/2020
2020/129 ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;;Tarifa;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;11;1;16/10/2020
2020/128 ;Primario;España;CATALUÑA;LLEIDA;SEGRIA (LLEIDA);;Lleida;Lleida;Fiebre del Nilo Occidental (West Nile);1;;Equidos;29;0;14/10/2020
2020/127 ;Primario;España;ANDALUCÍA;CÁDIZ;LITORAL;;Chiclana de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;2;1;14/10/2020
2020/10  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Villamartín;Cádiz;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;1114;1;07/10/2020
2020/126 ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Coronil, El;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;1;1;07/10/2020
2020/125 ;Primario;España;ANDALUCÍA;SEVILLA;LEBRIJA (LAS MARISMAS);;Lebrija;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;2;1;07/10/2020
2020/124 ;Primario;España;ANDALUCÍA;HUELVA;CORTEGANA (SIERRA OCCIDENTAL);;Encinasola;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;3;1;07/10/2020
2020/123 ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;;Vejer de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;34;1;07/10/2020
2020/122 ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;;Tarifa;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;15;1;07/10/2020
2020/121 ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;;Tarifa;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;07/10/2020
2020/120 ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;;Tarifa;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;50;1;07/10/2020
2020/119 ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;;Tarifa;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;25;1;07/10/2020
2020/118 ;Primario;España;CATALUÑA;TARRAGONA;ALT CAMP ( VALLS );;Valls;Tarragona;Fiebre del Nilo Occidental (West Nile);1;;Equidos;2;1;07/10/2020
2020/117 ;Primario;España;CATALUÑA;LLEIDA;SEGRIA (LLEIDA);;Lleida;Lleida;Fiebre del Nilo Occidental (West Nile);1;;Equidos;18;0;07/10/2020
2020/116 ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;;Medina Sidonia;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;9;1;06/10/2020
2020/115 ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;;Alcalá de los Gazules;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;1;1;06/10/2020
2020/114 ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;;Vejer de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;10;1;06/10/2020
2020/113 ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;;Medina Sidonia;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;2;1;06/10/2020
2020/112 ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;;Jimena de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;3;1;06/10/2020
2020/111 ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Villamartín;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;9;1;06/10/2020
2020/110 ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Bornos;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;3;1;06/10/2020
2020/109 ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Jerez de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;30;1;06/10/2020
2020/108 ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Dos Hermanas;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;5;1;06/10/2020
2020/107 ;Primario;España;EXTREMADURA;BADAJOZ;DON BENITO;;Mengabril;Badajoz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;24;1;05/10/2020
2020/106 ;Primario;España;ANDALUCÍA;CÁDIZ;LITORAL;;Conil de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;2;1;05/10/2020
2020/105 ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;San José del Valle;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;3;1;05/10/2020
2020/104 ;Primario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);;Sanlúcar la Mayor;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;05/10/2020
2020/103 ;Primario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Calera de León;Badajoz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;3;1;30/09/2020
2020/102 ;Primario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Calera de León;Badajoz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;2;1;25/09/2020
2020/101 ;Primario;España;ANDALUCÍA;SEVILLA;LEBRIJA (LAS MARISMAS);;Cabezas de San Juan, Las;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;24/09/2020
2020/100 ;Primario;España;ANDALUCÍA;JAÉN;ANDUJAR (SIERRA MORENA/CAMPIÑA JAEN);;Lopera;Jaén;Fiebre del Nilo Occidental (West Nile);1;;Equidos;1;1;23/09/2020
2020/99  ;Primario;España;ANDALUCÍA;SEVILLA;MARCHENA (SERRANÍA SUDOESTE);;Morón de la Frontera;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;10;1;23/09/2020
2020/98  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;;Tarifa;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;80;2;23/09/2020
2020/97  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;;Barrios, Los;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;2;1;23/09/2020
2020/96  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Arcos de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;20;1;23/09/2020
2020/95  ;Primario;España;ANDALUCÍA;HUELVA;CARTAYA (COSTA OCCIDENTAL);;Aljaraque;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;2;1;23/09/2020
2020/94  ;Primario;España;ANDALUCÍA;HUELVA;CARTAYA (COSTA OCCIDENTAL);;Cartaya;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;23/09/2020
2020/93  ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;;Alcalá de los Gazules;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;7;1;23/09/2020
2020/92  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;;Tarifa;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;37;1;23/09/2020
2020/91  ;Primario;España;ANDALUCÍA;HUELVA;LA PALMA DEL CONDADO (CONDADO DE HUELVA);;Villalba del Alcor;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;72;1;23/09/2020
2020/90  ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;;Medina Sidonia;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;8;1;23/09/2020
2020/89  ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;;Medina Sidonia;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;3;1;23/09/2020
2020/9   ;Primario;España;CASTILLA Y LEÓN;ZAMORA;ZAMORA;;Zamora;Zamora;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;2801;1;15/09/2020
2020/88  ;Primario;España;EXTREMADURA;CÁCERES;TRUJILLO;;Herguijuela;Badajoz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;14;1;16/09/2020
2020/87  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;;Tarifa;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;3;1;16/09/2020
2020/86  ;Primario;España;ANDALUCÍA;SEVILLA;LEBRIJA (LAS MARISMAS);;Cabezas de San Juan, Las;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;3;1;16/09/2020
2020/85  ;Primario;España;ANDALUCÍA;CÁDIZ;LITORAL;;Sanlúcar de Barrameda;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;16/09/2020
2020/84  ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;;Vejer de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;11;1;16/09/2020
2020/83  ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;;Alcalá de los Gazules;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;19;1;16/09/2020
2020/82  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Utrera;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;5;1;16/09/2020
2020/81  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Palacios y Villafranca, Los;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;70;1;16/09/2020
2020/80  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Utrera;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;15;2;16/09/2020
2020/76  ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;;Vejer de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;34;1;11/09/2020
2020/79  ;Primario;España;ANDALUCÍA;SEVILLA;LEBRIJA (LAS MARISMAS);;Lebrija;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;5;1;11/09/2020
2020/78  ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;;Vejer de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;5;1;11/09/2020
2020/77  ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;;Medina Sidonia;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;5;1;11/09/2020
2020/75  ;Primario;España;ANDALUCÍA;HUELVA;LA PALMA DEL CONDADO (CONDADO DE HUELVA);;Palma del Condado, La;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;1;1;11/09/2020
2020/74  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Jerez de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;3;1;11/09/2020
2020/73  ;Primario;España;ANDALUCÍA;SEVILLA;MARCHENA (SERRANÍA SUDOESTE);;Morón de la Frontera;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;3;1;09/09/2020
2020/72  ;Primario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);;Pilas;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;09/09/2020
2020/71  ;Primario;España;ANDALUCÍA;HUELVA;VALVERDE DEL CAMINO (ANDEVALO ORIENTAL);;Campillo, El;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;08/09/2020
2020/70  ;Primario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);;Puebla del Río, La;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;27;1;28/08/2020
2020/67  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Dos Hermanas;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;28/08/2020
2020/69  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Jerez de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;7;1;28/08/2020
2020/68  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Jerez de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;370;2;28/08/2020
2020/66  ;Primario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);;Bollullos de la Mitación;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;81;1;08/09/2020
2020/64  ;Primario;España;ANDALUCÍA;SEVILLA;LEBRIJA (LAS MARISMAS);;Cabezas de San Juan, Las;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;3;1;08/09/2020
2020/65  ;Primario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);;Gelves;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;08/09/2020
2020/61  ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;;Alcalá de los Gazules;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;08/09/2020
2020/62  ;Primario;España;ANDALUCÍA;HUELVA;CARTAYA (COSTA OCCIDENTAL);;Huelva;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;22;1;08/09/2020
2020/63  ;Primario;España;ANDALUCÍA;SEVILLA;LEBRIJA (LAS MARISMAS);;Cabezas de San Juan, Las;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;21;1;08/09/2020
2020/60  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Jerez de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;46;3;08/09/2020
2020/59  ;Primario;España;CATALUÑA;TARRAGONA;MONTSIA (AMPOSTA);;Amposta;Tarragona;Fiebre del Nilo Occidental (West Nile);1;;Equidos;8;0;04/09/2020
2020/58  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Dos Hermanas;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;17;2;04/09/2020
2020/57  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Jerez de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;68;1;04/09/2020
2020/56  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Palacios y Villafranca, Los;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;20;1;04/09/2020
2020/55  ;Primario;España;ANDALUCÍA;CÁDIZ;LITORAL;;Puerto de Santa María, El;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;1;1;04/09/2020
2020/54  ;Primario;España;ANDALUCÍA;HUELVA;ARACENA (SIERRA ORIENTAL);;Santa Ana la Real;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;1;1;04/09/2020
2020/53  ;Primario;España;ANDALUCÍA;SEVILLA;MARCHENA (SERRANÍA SUDOESTE);;Coripe;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;2;1;04/09/2020
2020/52  ;Primario;España;ANDALUCÍA;SEVILLA;MARCHENA (SERRANÍA SUDOESTE);;Morón de la Frontera;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;7;1;04/09/2020
2020/50  ;Primario;España;EXTREMADURA;BADAJOZ;DON BENITO;;Santa Amalia;Badajoz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;15;1;04/09/2020
2020/51  ;Primario;España;EXTREMADURA;BADAJOZ;DON BENITO;;Guareña;Badajoz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;1;1;04/09/2020
2020/49  ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;;Medina Sidonia;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;5;1;02/09/2020
2020/48  ;Primario;España;ANDALUCÍA;CÁDIZ;LA JANDA;;Vejer de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;02/09/2020
2020/47  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;;Tarifa;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;1;1;02/09/2020
2020/46  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Villamartín;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;3;1;01/09/2020
2020/45  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Dos Hermanas;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;6;2;01/09/2020
2020/44  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Dos Hermanas;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;89;1;01/09/2020
2020/43  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Utrera;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;16;1;01/09/2020
2020/42  ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);;Almonte;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;259;0;28/08/2020
2020/41  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Dos Hermanas;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;28/08/2020
2020/40  ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);;Rociana del Condado;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;8;1;28/08/2020
2020/39  ;Primario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);;Sanlúcar la Mayor;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;28/08/2020
2020/38  ;Primario;España;ANDALUCÍA;SEVILLA;SANLUCAR LA MAYOR (PONIENTE DE SEVILLA);;Coria del Río;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;6;1;28/08/2020
2020/37  ;Primario;España;ANDALUCÍA;CÁDIZ;LITORAL;;Puerto Real;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;48;3;28/08/2020
2020/36  ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);;Moguer;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;28/08/2020
2020/35  ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);;Almonte;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;245;1;28/08/2020
2020/34  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Trebujena;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;28/08/2020
2020/33  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Trebujena;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;35;1;26/08/2020
2020/1   ;Primario;España;ASTURIAS;ASTURIAS;NAVIA;;Illano;Oviedo;Brucella abortus (Inf. por);1;Brucella abortus;Bovinos;115;1;24/08/2020
2020/32  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Jerez de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;2;1;25/08/2020
2020/31  ;Primario;España;ANDALUCÍA;SEVILLA;MARCHENA (SERRANÍA SUDOESTE);;Morón de la Frontera;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;5;1;25/08/2020
2020/30  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Palacios y Villafranca, Los;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;6;1;25/08/2020
2020/29  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Palacios y Villafranca, Los;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;2;1;25/08/2020
2020/28  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Utrera;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;25/08/2020
2020/27  ;Primario;España;ANDALUCÍA;SEVILLA;LEBRIJA (LAS MARISMAS);;Lebrija;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;9;1;21/08/2020
2020/26  ;Primario;España;ANDALUCÍA;SEVILLA;LEBRIJA (LAS MARISMAS);;Lebrija;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;1;1;21/08/2020
2020/25  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Palacios y Villafranca, Los;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;2;1;21/08/2020
2020/24  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Palacios y Villafranca, Los;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;2;1;21/08/2020
2020/23  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Dos Hermanas;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;76;1;21/08/2020
2020/22  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Palacios y Villafranca, Los;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;3;1;21/08/2020
2020/21  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Dos Hermanas;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;5;4;21/08/2020
2020/20  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Jerez de la Frontera;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;21;1;21/08/2020
2020/19  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Palacios y Villafranca, Los;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;10;1;20/08/2020
2020/17  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Palacios y Villafranca, Los;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;8;1;20/08/2020
2020/18  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Dos Hermanas;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;3;1;20/08/2020
2020/8   ;Primario;España;ARAGÓN;TERUEL;MORA DE RUBIELOS;;Manzanera;Teruel;Scrapie, Tembladera o Prúrigo Lumbar;2;;Caprinos, Ovinos;530 / 78;0 / 1;20/07/2020
2020/16  ;Primario;España;ANDALUCÍA;SEVILLA;LEBRIJA (LAS MARISMAS);;Lebrija;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;4;1;19/08/2020
2020/15  ;Primario;España;ANDALUCÍA;SEVILLA;LEBRIJA (LAS MARISMAS);;Cabezas de San Juan, Las;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;18;1;19/08/2020
2020/14  ;Primario;España;ANDALUCÍA;CÁDIZ;LITORAL;;Puerto Real;Cádiz;Fiebre del Nilo Occidental (West Nile);1;;Equidos;72;2;19/08/2020
2020/13  ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);;Almonte;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;27;1;19/08/2020
2020/12  ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);;Almonte;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;75;1;19/08/2020
2020/11  ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);;Moguer;Huelva;Fiebre del Nilo Occidental (West Nile);1;;Equidos;2;1;19/08/2020
2020/10  ;Primario;España;ANDALUCÍA;SEVILLA;LEBRIJA (LAS MARISMAS);;Cabezas de San Juan, Las;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;2;1;18/08/2020
2020/9   ;Primario;España;ANDALUCÍA;SEVILLA;LEBRIJA (LAS MARISMAS);;Lebrija;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;22;1;18/08/2020
2020/8   ;Primario;España;ANDALUCÍA;SEVILLA;LEBRIJA (LAS MARISMAS);;Lebrija;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;1;1;18/08/2020
2020/7   ;Primario;España;ANDALUCÍA;SEVILLA;LEBRIJA (LAS MARISMAS);;Lebrija;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;3;1;18/08/2020
2020/6   ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Palacios y Villafranca, Los;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;44;2;18/08/2020
